,Name,Location,Specialty,Picture
482,"Keshav Nayak, MD",['501 Washington St'],['Interventional cardiology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
483,"Calvin Kagan, MD, MPH",['501 Washington St'],['Cardiac electrophysiology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
484,"Marc Dentico-Olin, MD, DMD",['501 Washington St'],['Oral and maxillofacial surgery'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
485,"Ali Salami, MD",[],['Cardiology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
486,"Judith Cabrera, MD",['3900 5th Ave'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
487,"James Bush, MD",['3805 Front St'],['ENT (otolaryngology)'],https://images.ctfassets.net/pxcfulgsd9e2/u2kyMnueU99iv27tSgqHR/5fd90a15e65f02808fbc5bffdfd37516/bush_james_52084_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
488,"Clement Qaqish, MD, DDS",[],['Oral and maxillofacial surgery'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
489,"Kelli Shannon, MD",['10670 Wexford St.'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
490,"Truc-ha Duong, MD",['10670 Wexford St.'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/1zLZgPR3yhLYVOAW02o7rM/77516ef1ba2a15058cabc056ddab6446/Truc-ha_Duong__MD.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
491,"Lisa Johnston, MD",['10670 Wexford St.'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/EGuCbVhS1o5Xxr50brDwL/b2bdd0314cef5688c4349b63b97ff62e/johnston_lisa-ann_74679_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
492,"Teresa O'Dea, MD",['10670 Wexford St.'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/3OTwYuGb10YdUSVd9u6UEv/0415d4bf0e7e5a125b5d7ac8c7133204/o_dea_teresa_63531_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
493,"Lisa DeLeon (Gabhart), MD",['10670 Wexford St.'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/655MfXNOKfHQPPg9BK5qS9/55864ad897f7079edda4c746599c82c1/gabhart_lisa_63581_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
494,"Hafid Mantilla, MD","['5525 Grossmont Center Drive', '10670 Wexford St.']",['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/7ixC8dMXoMIhHJ0c7whbTE/35bc36180d71f0a3a6ff9be607150ea1/Hafid_Mantilla.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
495,"Sara Junya, MD",['10670 Wexford St.'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/1aOcA324sjfj1WQaZbUELp/bdcbb0cbc6ce9442a8e61d1981330d2a/junya_sara_89695_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
496,"Caroline Dustin, DO",['10670 Wexford St.'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/7E6pdIMoRFL7DfYyAEV8Hx/ceaa5f369458008483660d471adb9087/dustin_caroline_85926_2017.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
497,"James Amsberry, MD",['10670 Wexford St.'],['ENT (otolaryngology)'],https://images.ctfassets.net/pxcfulgsd9e2/xgGnNj8YI7HIJSk0NsDco/e4714fd77b47c92560061530cfa7f3db/amsberry_james_80651_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
498,"Tina Chen, MD",['10670 Wexford St.'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/5POwKq7ilAmagJdMa2s6G7/3e86da7dc3ef2ee59f2e2c1e32cbbbe8/chen_tina_79090_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
499,"Alfonso Camberos, MD",['10670 Wexford St.'],['Plastic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/4vg7bAHuD6fB68LH2pDjQN/457bb1876397a83a0824b2624bb3388a/camberos_alfonso_72763_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
500,"Ronald Mathiasen, MD",['10670 Wexford St.'],['ENT (otolaryngology)'],https://images.ctfassets.net/pxcfulgsd9e2/3wXHCrK5UKnYfawbwi1M6M/73d61bd17bef246e7b5c138c733faa34/mathiasen_ronald_72613_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
501,"Mark Sornson, MD","['16899 W. Bernardo Drive', '8701 Cuyamaca St.', '10670 Wexford St.']",['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/IeyIdSvbdiPe7ZfrQicSN/020622c7027beac21b772f98bdcc7a51/sornson_mark_69072_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
502,"Stephen Huang, OD",['10670 Wexford St.'],['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/2xtFAcVHnzajr2JGQQ7iXy/aad753f823e9909da69b8e6fd81a5692/huang_stephen_65704_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
503,"Erik Perkins, MD","['16899 W. Bernardo Drive', '10670 Wexford St.']",['Neurology'],https://images.ctfassets.net/pxcfulgsd9e2/7uIoFhCwdPKjmBXBDzxkse/944c8f74d38bf61fb30934ed32cb9194/perkins_erik_65459_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
504,"Curt Littler, MD",['10670 Wexford St.'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/3NwDdnE50Kk5PX1uQSXTsX/775dda5b5e7864417cf00e90e640e061/littler_curt_58124_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
505,"Joyce Chung, MD",['10670 Wexford St.'],['Endocrinology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
506,"Cindy Ocran, MD","['8701 Cuyamaca St.', '10670 Wexford St.']",['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/1m9QEDm9EDb8dhCAeEa3QB/0f1027770e97e0aff0adb44ec64a27fb/ocran_cindy_93623_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
507,"Philip Littlefield, MD",['10670 Wexford St.'],['ENT (otolaryngology)'],https://images.ctfassets.net/pxcfulgsd9e2/1g5q8dmySPTEEUUA6i107b/df4b0ebdf87f0d2a726010b6133dc16c/littlefield_phillip_89177_2019.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
508,"Natsurang Chongkrairatanakul, MD","['16899 W. Bernardo Drive', '10670 Wexford St.']",['Endocrinology'],https://images.ctfassets.net/pxcfulgsd9e2/2X5DVuwj8iIHggNr3tchQY/75c1e2f0a11d864052ed25fc4374936b/chongkrairatanakul_natsurang_88953_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
509,"Nancy Maly (Cheng), MD",['10670 Wexford St.'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/6VRpeNv8ehxGxuuY3vuZfB/f94c0d8f778c2dd79ecec0b2468131be/cheng_nancy_86837_2017.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
510,"Tracy Marien, MD",['10670 Wexford St.'],['Urology'],https://images.ctfassets.net/pxcfulgsd9e2/1EApwxQ4vqRhMSuAMim4pX/4fae8a99aaa755e19b4fef393480d1a0/marien_tracy_84907_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
511,"Audrey Wang, MD",['10670 Wexford St.'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/5HVeKgWtr25ptaxEXQ9kTi/e7392761d3367bf8724609e9b3b46298/wang_audrey_82991_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
512,"Dawn Marie De Castro-Marceau, MD",['10670 Wexford St.'],['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/2aVlhTM0ixz8bYlIjr4o0I/008c7a07907839477d8515e70e5ce1fc/de_20castro_dawn_82928_2015.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
513,"Jasmine Ide, MD",['10670 Wexford St.'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/kuSASSVmC76CiLtScDcZA/65a159453a681c0a02311da19a619929/ide_jasmine_75765_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
514,"Vincent Ma, MD",[],['Sports medicine'],https://images.ctfassets.net/pxcfulgsd9e2/58xTJjOWThUzNsxJk0hFh2/26a45f6727ade835814415d90859d190/ma_vincent_89207_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
515,"Shadi Omidi, MD",['2600 Via De La Valle'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/3mnvIRjftI3Gh1eEoU5Cy7/59e461d2869309eaaf580a04adb7aaa3/omidi_shadi_72034_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
516,"Lisa Corsentino, DO",['2600 Via De La Valle'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/2L2NoX7dLTEEfzotgKkOM2/c33196dd7e64774a2cb22dca47fefbd8/corsentino_lisa_69271_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
517,"David Reynaldo, MD",['2600 Via De La Valle'],"['Internal medicine', 'Pediatrics']",https://images.ctfassets.net/pxcfulgsd9e2/1JXSTG3vPnoEuWHZcFTmjD/1c894329ad15f8d0a9ff15b6d5ec23e4/reynaldo_david_59987_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
518,"Dana Chortkoff, MD",['2600 Via De La Valle'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/4N2sGilmgZdG3AhxS5f6kK/f5143e1fff50951a982892cd21197da4/chortkoff_dana_54455_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
519,"Nicholas Arlas, MD",['2600 Via De La Valle'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/73A0ep97FpTgzCFgr1RjUb/35a61d48098d193ed6bbe899943246c8/Nicholas_Arlas.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
520,"Raheleh Esfandiari, MD",['2600 Via De La Valle'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/5mGDdQ9b21mbGm1ekO0fA0/e596d3ed1028d6ff63eb40e5dd03112b/esfandiari_raheleh_75196_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
521,"Mark Zyman, MD",['2600 Via De La Valle'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/5gV2C4fXu2WfCJQg3WBJuY/29e29df15af0dc27324bf9e09aada4b1/zyman_mark_84417_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
522,"Rajiv Roy, MD","['2600 Via De La Valle', '16899 W. Bernardo Drive']",['Endocrinology'],https://images.ctfassets.net/pxcfulgsd9e2/4d63KblWPUr81gBuqc8Zlj/773100a649f601e85cb38144d924a45e/roy_rajiv_73158_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
523,"Wiggin Lee, MD",['2600 Via De La Valle'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/2A5i0Y6Pv4vj2eZJPE3CjH/3610efdceaa878555d341e07f66f6d22/lee_wiggin_86811_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
524,"Young Tsai (Lee), MD",['2600 Via De La Valle'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/klW8h7DMM86RxhyIgvfQt/af6e95f07c69c2f2b0b126e8251dcb76/lee_young_83055_2015.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
525,"Andrea Munoz, PA",['2600 Via De La Valle'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/6t0aTdo1ndClfxFP4Dzjj0/12171705825e804dba43ef30bda06378/Andrea_Munoz.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
526,"Susan Taylor, MD",['4142 Adams Ave'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/BJZNkxblbFy0CbluwUKgr/4fc2af25dcf2c6f643abac08998d455d/taylor_susan_86929_2019.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
527,"Sheri Cameron, MD",['4142 Adams Ave'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/nQjAe6ab5OiW86BnWk41y/56ca6a809ef8746b81ad6e0a8074fc43/rosen_sheri_88008_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
528,"Trent Brookshier, DPM",['3989 32nd Street'],['Podiatry'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
529,"Monika Drzymalski, DO",['3180 University Ave'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4bcU7kvpIZUV51HG7Eripg/fb0b5e5cdf836d9fccdc812d0826a4e0/drzymalski_monika_95540_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
530,"Srividya Sampath, MD",['3514 30th St'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
531,"Morris Wisniewski, MD","['380 Stevens Ave', '665 San Rodolfo Drive']",['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
532,"Robert Yuhas, MD","['380 Stevens Ave', '665 San Rodolfo Drive']",['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
533,"Priyadharshini Narayanan, MD","['11865 Carmel Mountain Rd', '665 San Rodolfo Drive']",['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
534,"Prachi Karnik, MD",['300 Fir Street'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/48hDHbczGSB7AUBURxPHGM/885f9b0c0c00ff6811e7539a2211d83f/karnik_prachi_70524_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
535,"Mark Hall, MD",['300 Fir Street'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
536,"Mariam Gheissari, DO",['300 Fir Street'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/2BfJB6MGL8zoH3dPCZbdQG/46b91da3d1c8418f83ea3f7b2d23fad1/Dr._Mariam_Gheissari.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
537,"Billy Hsu, DO",['300 Fir St.'],"['Family medicine', 'Sports medicine']",https://images.ctfassets.net/pxcfulgsd9e2/2iAf4IVE6TvpJjOGFpEPiS/530c6f3b3891a7102e25085e2e2e8cf3/Billy_Hsu.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
538,"Brendan Morris, MD",['300 Fir Street'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4N3AsYoEHHasOau9olDKFL/f7745adcb3abecf76269c014691f3093/morris_brendan_86427_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
539,"Nicholas Dembitsky, MD",['300 Fir Street'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/70Iw3h3fCBETHX9z6xJ2Xj/eb67749cc7dbb537ba4811f17c72f395/dembitsky_nicholas_85322_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
540,"Jeffrey Melancon, MD",['300 Fir Street'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/2MjjC6c1mkxoGIlGsMi8Ae/38ba1e7a179677e584f7fc409860f291/melancon_jeffrey_80431_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
541,"Corrie Broudy, MD","['525 Third Ave.', '300 Fir Street']",['Rheumatology'],https://images.ctfassets.net/pxcfulgsd9e2/6hhVnGPyLmvhktIcTNcpSH/e6863470c73b7e3e3caabd40542681bf/broudy_corrie_71755_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
542,"Louis Christiansen, MD",['300 Fir Street'],['Endocrinology'],https://images.ctfassets.net/pxcfulgsd9e2/bnr8nnf5lAhMTKrDMMjy0/5d2c873142f2d85089c9f3ba1c877e6e/christiansen_louis_70390_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
543,"Floyd Doughty, MD",['300 Fir Street'],['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/tzK46lB6wGIaDgLL76DLT/be6c38db9020e5dd72ec83468740613e/doughty_floyd_66017_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
544,"Jane Goodwin, OD",['300 Fir Street'],['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/5t2HfonOSrqGh8dlVbNDIa/2ce65f6357a6a5990ba89c9eb8585f28/goodwin_jane_67269_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
545,"Grace Buenaventura, OD",['300 Fir Street'],['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/5oEe1uvwKuxpnBvRWki7kU/0ecf47b7c9efc2de54c224afcebc493a/buenaventura_grace_63037_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
546,"Krystal Vanichsarn, OD",['300 Fir Street'],['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
547,"Nadine Henley, MD",['300 Fir Street'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
548,"Justin Nowell, MD",['300 Fir Street'],['Neurology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
549,"Ashika Odhav, MD",['300 Fir Street'],['Allergy and immunology'],https://images.ctfassets.net/pxcfulgsd9e2/1fy6hg0k5Y20DWzXDN0ysv/6925836d459f6ba6fd46d1e888a1c74d/odhav_ashika_87800_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
550,"Joseph Ho, MD","['300 Fir Street', '1400 E. Palomar St.']",['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
551,"Ernesto Hernandez, DPM",['300 Fir Street'],['Podiatry'],https://images.ctfassets.net/pxcfulgsd9e2/2owRfE453ZrUY0XpNLkuJP/3a0c58cc10be53ac9298d774676061c2/hernandez_ernesto_82442_2017.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
552,"John Pauls, MD, PhD",['300 Fir Street'],['Allergy and immunology'],https://images.ctfassets.net/pxcfulgsd9e2/54OQzOsk3HCDxYmUnUb7ef/58e3ca8d601c61571cde2f6408d25a72/pauls_john_61420_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
553,"Lisa Strahm, MD",['1855 1st Ave'],['Endocrinology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
554,"Logan Haak, MD",['1855 1st Ave'],['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/7bfG3asmHSlYZWo0Mxvxzu/575d923e90e4904d628dea822faeefa7/Dr._Logan_Haak.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
555,"(Mumtaz) Thomas Almansour, MD","['4185 Fairmount Ave', '330 S Magnolia Ave', '165 S 1st St']",['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/43BE1JGMYqKNbzEhbpZySB/3caa59da9dc66428ee826d6517270b31/almansour_mumtaz_60220_2019.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
556,"Tuan Nguyen, MD",['4141 Fairmount Ave'],['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
557,"Nathan Hua, MD",['4551 El Cajon Blvd'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
558,"Brian Diep, MD",['4551 El Cajon Blvd'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
559,"Andrew Ross, MD","['1309 S Mission Rd', '3629 Vista Way', '31515 Rancho Pueblo Rd', '530 Lomas Santa Fe Drive']",['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
560,"Georges Argoud, MD","['351 Santa Fe Dr', '340 Fourth Ave.', '530 Lomas Santa Fe Drive']",['Endocrinology'],https://images.ctfassets.net/pxcfulgsd9e2/2CZPYvl9ImDqfhk5TP56zI/b8e37cfbc711134239bcf8602cfc8884/argoud_georges_56246_2019.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
561,"Adla Tessier, MD",['4060 Fairmount Ave'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
562,"Scott Musinski, MD",['4060 Fairmount Ave'],"['Family medicine', 'OBGYN']",https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
563,"Ahmed El-Ghoneimy, MD",['4060 Fairmount Ave'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
564,"Claudia Montenegro, DO",['4060 Fairmount Ave'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
565,"Rachel Stones, MD","['4060 Fairmount Ave', '217 Highland Ave']",['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
566,"Payam Sazegar, MD",['4060 Fairmount Ave'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
567,"Kavita Deshpande, MD",['4060 Fairmount Ave'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
568,"Wadi Rouel, MD","['4060 Fairmount Ave', '165 S 1st St']",['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
569,"Charles Le, MD",['4440 Euclid Ave'],['Nephrology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
570,"Poornima Khanna, MD",[],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/5uaU02cqOD0iXc0Jo1YZd8/10c6d53704f19d7b6087fcae298e2138/khanna_poornima_71372_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
571,"Phu T Vo, DO",['4690 El Cajon Blvd'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
572,"Ngoc Nguyen, MD",['4690 El Cajon Blvd'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
573,"Christopher Snyder, DO",['4690 El Cajon Blvd'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
